Time[s],Acceletarion-X[m/s],Acceletarion-Y[m/s],Acceleration-Z[m/s],Pitch,Roll,Yaw
0.050000,0.018707,-0.001266,-0.989761,-0.003120,-0.000701,-0.000956
0.100000,0.017670,-0.003250,-0.989792,-0.010556,-0.007811,0.003565
0.150000,0.015823,0.000610,-0.991806,-0.000713,0.001693,0.000235
0.200000,0.014755,0.001617,-0.987961,-0.016596,-0.003081,0.001261
0.250000,0.018799,0.001617,-0.991730,-0.014091,-0.007858,-0.001083
0.300000,0.015717,-0.001297,-0.988876,-0.003080,-0.012611,-0.002222
0.350000,0.015823,0.003601,-0.987946,-0.012749,-0.006707,-0.005693
0.400000,0.012802,0.000595,-0.989945,-0.001747,0.000439,-0.006724
0.450000,0.014740,0.002625,-0.986008,-0.000648,-0.003087,-0.002122
0.500000,0.015717,0.001663,-0.985992,0.002953,-0.007820,0.000168
0.550000,0.014847,0.004532,-0.988937,0.000181,0.018462,0.011960
0.600000,0.013824,0.001587,-0.989929,-0.001819,-0.006728,-0.005646
0.650000,0.016541,-0.002213,-0.987976,-0.008192,-0.011405,0.004688
0.700000,0.015579,-0.004196,-0.992920,0.000527,-0.006693,-0.002162
0.750000,0.012848,0.001541,-0.989990,-0.008216,-0.009041,0.004700
0.800000,0.015884,0.004547,-0.987961,-0.004312,-0.005549,-0.004502
0.850000,0.017792,0.001617,-0.987030,0.032264,0.044480,-0.005002
0.900000,0.017365,-0.006058,-0.986038,0.021334,0.043241,-0.007397
0.950000,0.019821,-0.005341,-0.992828,0.005350,0.049208,-0.002804
1.000000,0.023315,-0.005997,-0.988022,0.010357,0.008723,-0.006614
1.050000,0.024689,-0.001251,-0.986008,-0.005177,-0.000853,-0.017184
1.100000,0.016785,-0.004333,-0.988861,-0.037921,-0.024345,0.021756
1.150000,0.035736,-0.027420,-0.985977,-0.003749,-0.012403,0.020897
1.200000,0.004089,-0.111008,-0.985947,-0.008121,0.012119,0.093997
1.250000,0.016895,-0.012250,-0.988611,-0.002042,0.001882,0.012204
1.300000,0.017238,-0.017529,-0.988539,-0.002045,0.001935,0.017758
1.350000,0.015282,-0.022476,-0.988623,-0.000994,0.003220,0.022265
1.400000,0.013981,-0.026195,-0.988470,-0.001470,0.002696,0.016427
1.450000,0.014808,-0.027189,-0.988668,-0.000615,0.004898,0.006411
1.500000,0.014184,-0.029218,-0.988599,-0.002024,0.005757,0.000812
1.550000,0.014974,-0.029169,-0.988562,-0.005445,0.007965,-0.002610
1.600000,0.017565,-0.027759,-0.988525,-0.006756,0.009254,-0.008203
1.650000,0.016433,-0.025291,-0.988369,-0.009060,0.008852,-0.005858
1.700000,0.019999,-0.029755,-0.988642,-0.007476,0.005906,-0.006522
1.750000,0.019771,-0.030453,-0.988723,-0.005784,0.005152,0.008800
1.800000,0.014902,-0.031480,-0.988606,-0.009450,0.005796,0.016470
1.850000,0.016660,-0.028395,-0.988563,-0.010679,0.005854,0.006101
1.900000,0.017141,-0.028526,-0.988483,-0.009724,0.005115,0.007165
1.950000,0.020393,-0.029127,-0.988204,-0.011890,0.005148,0.009931
2.000000,0.018170,-0.027982,-0.988086,-0.011963,0.006677,0.009252
2.050000,0.015237,-0.025061,-0.988087,-0.009094,0.006444,0.008108
2.100000,0.016198,-0.020496,-0.988281,-0.010693,0.004212,-0.002889
2.150000,0.015293,-0.017634,-0.988200,-0.011196,0.001896,-0.012863
2.200000,0.016899,-0.011345,-0.988358,-0.012458,-0.000986,-0.027198
2.250000,0.016675,-0.007258,-0.988471,-0.011971,-0.002589,-0.026749
2.300000,0.016838,-0.002167,-0.988591,-0.012885,-0.002775,-0.032358
2.350000,0.018012,0.003915,-0.988592,-0.013304,-0.002551,-0.034628
2.400000,0.017468,0.009431,-0.988671,-0.014632,-0.002619,-0.037555
2.450000,0.018176,0.015899,-0.988831,-0.014419,-0.003092,-0.037978
2.500000,0.018479,0.023217,-0.988790,-0.016560,-0.003473,-0.043457
2.550000,0.017686,0.027958,-0.988710,-0.017357,-0.003654,-0.048140
2.600000,0.019730,0.035499,-0.988593,-0.014117,-0.007599,-0.043164
2.650000,0.021396,0.039534,-0.988671,-0.013931,-0.006971,-0.037238
2.700000,0.020695,0.040684,-0.988275,-0.013899,-0.009117,-0.027359
2.750000,0.021207,0.042947,-0.988113,-0.011801,-0.009919,-0.021759
2.800000,0.020461,0.043172,-0.988270,-0.008329,-0.011784,-0.018245
2.850000,0.017751,0.041799,-0.988385,-0.006625,-0.012635,-0.012556
2.900000,0.018885,0.039488,-0.988465,-0.004328,-0.012125,-0.014441
2.950000,0.015361,0.043952,-0.988270,-0.005760,-0.009075,-0.013779
3.000000,0.015587,0.044691,-0.988033,-0.007638,-0.008076,-0.029242
3.050000,0.020424,0.045675,-0.988461,-0.004447,-0.009721,-0.037115
3.100000,0.018821,0.042673,-0.988305,-0.003461,-0.010012,-0.026524
3.150000,0.018115,0.043073,-0.988389,-0.004409,-0.008936,-0.027545
3.200000,0.014831,0.043985,-0.988431,-0.002281,-0.008919,-0.030455
3.250000,0.017134,0.043000,-0.988469,-0.002044,-0.010304,-0.030104
3.300000,0.019872,0.040115,-0.988666,-0.005017,-0.010015,-0.028410
3.350000,0.018718,0.035743,-0.988591,-0.004441,-0.009300,-0.017113
3.400000,0.019521,0.033267,-0.988748,-0.004659,-0.008457,-0.007162
3.450000,0.017675,0.027374,-0.988359,-0.003881,-0.007758,0.007423
3.500000,0.017518,0.023631,-0.988166,-0.004804,-0.006958,0.007237
3.550000,0.017009,0.018927,-0.988318,-0.003846,-0.007527,0.013342
3.600000,0.015674,0.013082,-0.988284,-0.002380,-0.006992,0.015018
3.650000,0.015422,0.008885,-0.988207,-0.000779,-0.006452,0.017157
3.700000,0.015264,0.007080,-0.988163,-0.001085,-0.006303,0.014004
3.750000,0.015125,0.006336,-0.988162,0.000513,-0.006104,0.010862
3.800000,0.015493,0.006914,-0.988160,0.001370,-0.006457,0.009840
3.850000,0.015252,0.004670,-0.988084,-0.002422,-0.003520,0.000166
3.900000,0.014891,0.004631,-0.988006,-0.001550,-0.003056,0.000445
3.950000,0.014731,0.004590,-0.988361,-0.001453,-0.003118,0.000484
4.000000,0.014762,0.004476,-0.988284,-0.001551,-0.003136,0.000520
4.050000,0.014609,0.004430,-0.988478,-0.001547,-0.003060,0.000373
4.100000,0.014691,0.004391,-0.988517,-0.001402,-0.003267,0.000456
4.150000,0.014694,0.004468,-0.988556,-0.001299,-0.003333,0.000354
4.200000,0.014501,0.004503,-0.988754,-0.001446,-0.003540,0.000434
4.250000,0.014548,0.004539,-0.989064,-0.001684,-0.003797,0.000328
4.300000,0.014500,0.004503,-0.988755,-0.001481,-0.003522,0.000186
4.350000,0.014306,0.004576,-0.988917,-0.001043,-0.002864,0.000372
4.400000,0.014385,0.004576,-0.988915,-0.000544,-0.003112,0.000180
4.450000,0.014427,0.004734,-0.988876,-0.000646,-0.002594,0.000547
4.500000,0.014225,0.004614,-0.988842,-0.000393,-0.002699,0.000447
4.550000,0.014302,0.004576,-0.988802,0.000114,-0.002616,0.000027
4.600000,0.014461,0.004577,-0.988836,-0.000116,-0.002722,-0.000215
4.650000,0.014460,0.004537,-0.988836,-0.000258,-0.002776,-0.000085
4.700000,0.014664,0.004655,-0.989025,0.000393,-0.002976,-0.000369
4.750000,0.014664,0.004615,-0.989064,0.000406,-0.002984,-0.000516
4.800000,0.014576,0.004381,-0.988870,0.000365,-0.002087,-0.000470
4.850000,0.014621,0.004538,-0.989066,0.001054,-0.001852,-0.000287
4.900000,0.014625,0.004575,-0.989225,0.001018,-0.001955,-0.000389
4.950000,0.014466,0.004533,-0.989189,0.001485,-0.002150,-0.000996
5.000000,0.014424,0.004375,-0.989232,0.001494,-0.001530,-0.000903
5.050000,0.014274,0.004686,-0.989235,0.001460,-0.001102,-0.000998
5.100000,0.014395,0.004725,-0.989467,0.001432,-0.001102,-0.001326
5.150000,0.014432,0.004686,-0.989469,0.000924,-0.002007,-0.001851
5.200000,0.014393,0.004764,-0.989234,0.000982,-0.001430,-0.001711
5.250000,0.014360,0.004880,-0.989427,0.001002,-0.001426,-0.001945
5.300000,0.014313,0.004883,-0.988996,0.001018,-0.001942,-0.002000
5.350000,0.014431,0.004845,-0.988799,0.000884,-0.002315,-0.001915
5.400000,0.014467,0.004690,-0.988720,0.000654,-0.002452,-0.001966
5.450000,0.014542,0.004693,-0.988523,0.000661,-0.002251,-0.001736
5.500000,0.014422,0.004612,-0.988448,0.001150,-0.001668,-0.001268
5.550000,0.014586,0.004651,-0.988605,0.001064,-0.001946,-0.001274
5.600000,0.014703,0.004535,-0.988645,0.001024,-0.001748,-0.001183
5.650000,0.014543,0.004415,-0.988642,0.000696,-0.001553,-0.001324
5.700000,0.014423,0.004374,-0.988682,0.000513,-0.002262,-0.001426
5.750000,0.014619,0.004456,-0.988639,0.000276,-0.002207,-0.001290
5.800000,0.014528,0.004425,-0.988676,0.002161,-0.001858,-0.000353
5.850000,0.014293,0.004341,-0.988563,0.001483,-0.002185,-0.000223
5.900000,0.015054,0.007633,-0.988485,0.001932,-0.003639,0.001569
5.950000,0.013401,0.014859,-0.988369,0.001413,-0.004367,0.004798
6.000000,0.011138,0.023495,-0.988327,0.001085,-0.003030,0.015404
6.050000,0.008398,0.027604,-0.988246,0.000986,-0.002592,0.015729
6.100000,0.004444,0.029832,-0.988010,-0.001240,-0.001087,0.013415
6.150000,0.008741,0.035399,-0.987930,-0.001249,-0.001332,0.006701
6.200000,0.009615,0.037370,-0.988087,0.001380,-0.001240,0.005326
6.250000,0.012353,0.040608,-0.987966,0.000410,-0.001604,-0.003801
6.300000,0.007246,0.044708,-0.988395,0.000641,-0.002971,0.002342
6.350000,0.005927,0.049566,-0.988201,-0.001358,-0.003599,0.011579
6.400000,0.005280,0.049474,-0.988397,-0.003604,-0.008685,0.022811
6.450000,0.001088,0.048533,-0.988557,-0.006925,-0.008156,0.033949
6.500000,0.001201,0.045742,-0.988521,-0.006138,-0.008752,0.041166
6.550000,0.004233,0.047115,-0.988563,-0.006154,-0.006665,0.039981
6.600000,0.004161,0.045452,-0.988566,-0.003982,-0.006759,0.044572
6.650000,0.003963,0.048619,-0.988798,-0.005212,-0.003964,0.037695
6.700000,0.004352,0.047105,-0.988800,-0.004524,-0.004880,0.041207
6.750000,0.003155,0.046262,-0.988721,-0.003720,-0.003517,0.049460
6.800000,0.002805,0.044492,-0.988559,-0.002795,-0.004015,0.062325
6.850000,0.003639,0.044141,-0.988398,-0.000480,-0.005299,0.067046
6.900000,0.004382,0.042632,-0.988318,-0.000242,-0.009245,0.061967
6.950000,0.002108,0.035842,-0.988318,0.002078,-0.010805,0.051923
7.000000,0.001387,0.023655,-0.988395,0.003041,-0.011593,0.043360
7.050000,0.002474,0.016363,-0.988358,-0.000448,-0.012032,0.031674
7.100000,0.003265,0.014531,-0.988198,-0.001773,-0.012726,0.022959
7.150000,0.003082,0.011760,-0.988628,0.000060,-0.016029,0.014839
7.200000,0.003925,0.004536,-0.988708,0.000380,-0.016382,0.012106
7.250000,0.005878,-0.004028,-0.988829,0.000623,-0.016902,0.001365
7.300000,0.008304,-0.008143,-0.989113,0.001163,-0.016995,0.001274
7.350000,0.012018,-0.010413,-0.989158,0.003118,-0.018401,0.003075
7.400000,0.007283,-0.016102,-0.989285,0.003182,-0.018005,0.009835
7.450000,0.006165,-0.018191,-0.989057,0.000405,-0.018562,0.011572
7.500000,0.003120,-0.021161,-0.989417,0.000804,-0.018146,0.020369
7.550000,0.008030,-0.025343,-0.989150,0.000518,-0.016339,0.014691
7.600000,0.009069,-0.030241,-0.989117,0.002313,-0.015318,0.006009
7.650000,0.009355,-0.030310,-0.988926,0.004651,-0.009508,-0.004847
7.700000,0.013386,-0.029329,-0.988774,0.007485,-0.010171,-0.015852
7.750000,0.013154,-0.026580,-0.988856,0.006559,-0.009046,-0.023114
7.800000,0.010009,-0.027838,-0.989056,0.006765,-0.010362,-0.021598
7.850000,0.009766,-0.025942,-0.989062,0.004797,-0.009692,-0.026417
7.900000,0.009733,-0.028958,-0.989069,0.006226,-0.012814,-0.019543
7.950000,0.009107,-0.027446,-0.989114,0.005451,-0.012323,-0.023339
8.000000,0.010026,-0.026526,-0.989239,0.004366,-0.014398,-0.031879
8.050000,0.010167,-0.024791,-0.988973,0.004032,-0.013561,-0.044878
8.100000,0.009168,-0.024439,-0.988822,0.001874,-0.012560,-0.049880
8.150001,0.008582,-0.022808,-0.988788,0.001739,-0.008273,-0.044801
8.200000,0.010854,-0.016096,-0.988712,-0.000330,-0.006134,-0.034893
8.250000,0.011385,-0.003837,-0.988873,-0.001296,-0.005431,-0.026057
8.300000,0.010269,0.003527,-0.988683,-0.000167,-0.005472,-0.015317
8.350000,0.009431,0.005323,-0.988923,0.001808,-0.004630,-0.007017
8.400001,0.008615,0.004761,-0.988578,-0.000518,-0.000334,-0.000376
8.450000,0.008867,0.004714,-0.988552,-0.000609,0.000904,-0.000599
8.500000,0.009065,0.004755,-0.988669,-0.000565,0.000386,-0.000328
8.550000,0.009186,0.004913,-0.988629,-0.000664,0.000009,-0.000196
8.600000,0.009230,0.004872,-0.988821,-0.000525,-0.000460,0.000169
8.650001,0.009188,0.004953,-0.988629,-0.000513,-0.000318,-0.000203
8.700000,0.009275,0.005029,-0.988860,-0.000312,0.000208,-0.000384
8.750000,0.009188,0.004953,-0.988590,0.000217,-0.000357,-0.000019
8.800000,0.009151,0.005031,-0.988592,0.000365,-0.000782,-0.000024
8.850000,0.009029,0.004991,-0.988478,0.000321,-0.001161,-0.000123
8.900001,0.009069,0.005032,-0.988399,0.000230,-0.001493,-0.000314
8.950000,0.008984,0.004877,-0.988322,0.000375,-0.001775,-0.000179
9.000000,0.008907,0.004836,-0.988439,0.000522,-0.002247,-0.000139
9.050000,0.008868,0.004835,-0.988478,0.000479,-0.002294,-0.000280
9.100000,0.008710,0.004715,-0.988559,0.000864,-0.002048,-0.000003
9.150001,0.008702,0.004482,-0.988441,0.000726,-0.001902,-0.000192
9.200000,0.008785,0.004561,-0.988517,0.000582,-0.001896,-0.000151
9.250000,0.008703,0.004600,-0.988365,0.000435,-0.002033,-0.000018
9.300000,0.008632,0.004634,-0.988716,0.000289,-0.002598,0.000110
9.350000,0.008441,0.004707,-0.988956,0.000046,-0.002687,0.000196
9.400001,0.008127,0.004781,-0.989004,0.000201,-0.002830,-0.000084
9.450000,0.008010,0.004778,-0.989124,0.000492,-0.002683,0.000009
9.500000,0.008005,0.004702,-0.988969,0.000930,-0.002393,0.000105
9.550000,0.008046,0.004583,-0.989122,0.001174,-0.002104,0.000153
9.600000,0.007924,0.004622,-0.988970,0.001015,-0.002097,0.000659
9.650001,0.007931,0.004777,-0.989086,0.001116,-0.002285,0.000609
9.700000,0.008166,0.004623,-0.989117,0.001218,-0.001855,0.000472
9.750000,0.008087,0.004702,-0.989042,0.001082,-0.001998,0.000144
9.800000,0.008048,0.004701,-0.989081,0.000992,-0.002379,-0.000093
9.850000,0.008160,0.004707,-0.988768,0.001008,-0.001953,-0.000647
9.900001,0.008317,0.004709,-0.988724,0.000996,-0.001850,-0.000139
9.950000,0.008312,0.004713,-0.988491,0.000900,-0.002181,-0.000145
10.000000,0.008466,0.004559,-0.988447,0.000656,-0.002273,-0.000103
10.050000,0.008424,0.004440,-0.988486,0.000325,-0.001944,-0.000524
10.100000,0.008455,0.004088,-0.988521,-0.000065,-0.002231,-0.000581
10.150000,0.008592,0.004435,-0.988987,0.000775,-0.002360,0.000852
10.200000,0.008444,0.004545,-0.989381,0.000883,-0.002840,0.000426
10.250000,0.008317,0.004270,-0.989382,0.001265,-0.003266,0.000696
10.300000,0.008146,0.004117,-0.988958,0.001062,-0.003695,0.000913
10.350000,0.008187,0.004039,-0.989072,0.001059,-0.004414,0.000900
10.400000,0.008029,0.003997,-0.989154,0.001340,-0.004322,0.001173
10.450000,0.008024,0.003722,-0.989230,0.001484,-0.004091,0.001075
10.500000,0.008065,0.003682,-0.989231,0.001676,-0.003384,0.000982
10.550000,0.007869,0.003718,-0.989276,0.001625,-0.002916,0.000839
10.600000,0.007911,0.003757,-0.989352,0.001764,-0.002495,0.000880
10.650000,0.007552,0.003676,-0.989322,0.001707,-0.002121,0.000965
10.700000,0.004832,0.004312,-0.989321,0.000378,-0.002113,0.002984
10.750000,0.001500,0.004037,-0.989564,0.000041,-0.002349,0.004357
10.800000,-0.003601,0.004686,-0.989511,-0.000035,-0.002778,0.010589
10.850000,-0.007218,0.004134,-0.989720,-0.000139,-0.002599,0.010532
10.900000,-0.010509,0.004945,-0.990670,-0.001716,-0.002767,0.009029
10.950000,-0.015128,0.004905,-0.989782,-0.002299,-0.001543,0.014068
11.000000,-0.017093,0.005574,-0.987973,-0.003424,0.000123,0.010177
11.050000,-0.018556,0.006350,-0.987280,-0.003675,-0.000477,0.008305
11.100000,-0.019786,0.006574,-0.987394,-0.001903,-0.004506,0.011133
11.150000,-0.022456,0.005613,-0.987701,-0.002273,-0.006906,0.015538
11.200000,-0.021531,0.006912,-0.987855,-0.001398,-0.003538,0.009820
11.250000,-0.022907,0.007460,-0.987967,-0.000266,-0.002660,0.012782
11.300000,-0.023128,0.007830,-0.987803,-0.000009,-0.011792,0.003202
11.350000,-0.022236,0.008357,-0.987838,0.002762,-0.009632,-0.000291
11.400000,-0.020664,0.008476,-0.987639,0.000773,-0.004284,-0.008364
11.450000,-0.019105,0.006722,-0.987394,-0.001154,-0.001030,-0.016827
11.500000,-0.018914,0.007365,-0.987117,-0.002368,-0.001701,-0.022638
11.550000,-0.015213,0.006230,-0.987375,-0.002768,-0.007345,-0.031355
11.600000,-0.010852,0.006476,-0.987171,-0.003255,-0.007433,-0.031464
11.650000,-0.014567,0.007405,-0.986924,-0.002786,-0.008743,-0.008950
11.700000,-0.013546,0.006335,-0.986688,-0.003024,-0.008067,-0.003774
11.750000,-0.008532,0.006617,-0.986793,-0.002214,-0.008698,-0.006659
11.800000,-0.003591,0.007810,-0.986783,-0.001482,-0.007354,-0.012165
11.850000,0.001475,0.007991,-0.986541,-0.001485,-0.007245,-0.017454
11.900000,0.001861,0.008651,-0.986989,-0.004793,-0.007079,-0.021421
11.950000,0.004941,0.008788,-0.987100,-0.002406,-0.011499,-0.022946
12.000000,0.008367,0.009213,-0.986893,-0.001823,-0.011114,-0.024574
12.050000,0.013310,0.008800,-0.986758,-0.001758,-0.011292,-0.030561
12.100000,0.016889,0.009429,-0.986550,-0.001744,-0.011797,-0.030953
12.150000,0.020056,0.008541,-0.985449,-0.000211,-0.011096,-0.029752
12.200000,0.024438,0.008696,-0.986266,0.000079,-0.012024,-0.034958
12.250000,0.026239,0.007949,-0.987923,0.001237,-0.013341,-0.030676
12.300000,0.027773,0.007020,-0.988420,0.001100,-0.012446,-0.029017
12.350000,0.028692,0.006906,-0.988470,-0.001016,-0.008692,-0.031925
12.400000,0.031530,0.007822,-0.988665,-0.000547,-0.006282,-0.036543
12.450000,0.030453,0.006636,-0.988710,-0.001339,-0.008873,-0.030477
12.500000,0.031636,0.006162,-0.988722,-0.002133,-0.009167,-0.033460
12.550000,0.031937,0.005833,-0.988845,-0.001856,-0.000304,-0.023859
12.600000,0.030941,0.005771,-0.988972,-0.003938,-0.002450,-0.020618
12.650000,0.029120,0.005458,-0.988866,-0.003322,-0.007991,-0.014247
12.700000,0.027791,0.007141,-0.988793,-0.001300,-0.010611,-0.005756
12.750000,0.027680,0.006736,-0.988838,-0.000766,-0.009641,-0.000111
12.800000,0.024059,0.007751,-0.988772,-0.000213,-0.003364,0.008313
12.850000,0.019694,0.007547,-0.988704,-0.000311,-0.003115,0.008398
12.900000,0.023530,0.006816,-0.988794,-0.001164,-0.002029,-0.014374
12.950000,0.022272,0.008041,-0.988921,-0.000585,-0.002589,-0.019522
13.000000,0.017298,0.007798,-0.988930,-0.001446,-0.002128,-0.016520
13.050000,0.012552,0.006609,-0.988818,-0.002076,-0.003593,-0.011129
13.100000,0.007482,0.006271,-0.989060,-0.002068,-0.004440,-0.005915
13.150000,0.007580,0.005810,-0.988795,0.001245,-0.004958,-0.001971
13.200000,0.007022,0.004997,-0.988690,-0.000105,-0.000526,-0.002590
13.250000,0.006737,0.004839,-0.988970,-0.000726,-0.000566,-0.002967
13.300000,0.006659,0.004719,-0.989127,-0.000854,0.000018,-0.003521
13.350000,0.006661,0.004639,-0.989282,-0.000711,0.000225,-0.003242
13.400000,0.006746,0.004796,-0.989397,-0.000900,0.000237,-0.003337
13.450000,0.006827,0.004796,-0.989472,-0.000854,-0.000169,-0.003016
13.500000,0.006944,0.004640,-0.989584,-0.000459,-0.000150,-0.002967
13.550000,0.006946,0.004639,-0.989700,0.000031,-0.000367,-0.002827
13.600000,0.006985,0.004442,-0.989853,0.000512,-0.000577,-0.002316
13.650000,0.006779,0.004444,-0.989470,0.000226,-0.000935,-0.002272
13.700000,0.006971,0.004252,-0.989385,0.000281,-0.001388,-0.002228
13.750000,0.007015,0.004290,-0.989539,-0.000303,-0.001645,-0.001952
13.800000,0.006899,0.004286,-0.989698,-0.000695,-0.001901,-0.001583
13.850000,0.006897,0.004089,-0.989813,-0.000787,-0.001446,-0.001484
13.900000,0.006896,0.004009,-0.989890,-0.000250,-0.001126,-0.001149
13.950000,0.006699,0.003968,-0.989973,-0.000832,-0.001999,-0.000877
14.000000,0.006586,0.004004,-0.990170,-0.000444,-0.001393,-0.000447
14.050000,0.006553,0.004119,-0.990366,-0.000674,-0.002027,-0.000540
14.100000,0.006600,0.004075,-0.990792,-0.000656,-0.001757,-0.000807
14.150000,0.006563,0.004072,-0.990948,-0.000738,-0.001106,-0.001025
14.200000,0.006685,0.004191,-0.990945,-0.000973,-0.001120,-0.000972
14.250000,0.006762,0.004194,-0.990826,-0.000765,-0.001467,-0.001058
14.300000,0.006561,0.004155,-0.990715,-0.000666,-0.001243,-0.000722
14.350000,0.006403,0.004153,-0.990719,-0.000563,-0.001020,-0.000616
14.400000,0.006315,0.003839,-0.990681,-0.000906,-0.001182,-0.000285
14.450000,0.006471,0.003723,-0.990676,-0.000702,-0.001631,-0.000323
14.500000,0.006666,0.003767,-0.990515,-0.000316,-0.001030,0.000066
14.550000,0.006820,0.003731,-0.990355,-0.000361,-0.001340,0.000119
14.600000,0.006739,0.003652,-0.990356,0.000470,-0.000316,0.000191
14.650000,0.007075,0.003073,-0.990032,0.001775,0.000618,0.000820
14.700000,0.009330,0.003021,-0.989971,0.003856,0.002454,0.001506
14.750000,0.010357,0.002757,-0.990096,0.003923,0.002199,0.002764
14.800000,0.015229,0.002656,-0.990043,0.003440,0.001675,-0.004638
14.850000,0.019507,0.003422,-0.989000,0.002576,0.001920,-0.010601
14.900000,0.025604,0.003417,-0.988642,0.001704,0.003249,-0.012667
14.950000,0.028503,0.003923,-0.988600,0.001871,0.006160,-0.013509
15.000000,0.030500,0.005514,-0.988633,0.001311,0.006178,-0.012671
15.050000,0.031237,0.003333,-0.988470,-0.000045,0.008408,-0.004089
15.100000,0.031978,0.001269,-0.988304,-0.002060,0.005362,0.000138
15.150000,0.032661,0.000700,-0.988101,-0.001999,0.009983,0.004908
15.200000,0.032683,-0.000321,-0.988013,-0.000859,0.014430,0.011302
15.250000,0.033356,-0.000353,-0.988043,-0.000158,0.017177,0.014069
15.300000,0.032114,-0.000557,-0.987880,0.001161,0.012251,0.021211
15.350000,0.034974,-0.001218,-0.987523,-0.000040,0.016433,0.020230
15.400000,0.034167,-0.001165,-0.987393,0.000277,0.012528,0.024691
15.450000,0.036277,-0.002115,-0.987226,-0.001719,0.006274,0.022641
15.500000,0.035773,-0.001015,-0.987255,-0.002195,0.013045,0.023680
15.550000,0.036725,-0.000756,-0.987323,-0.002078,0.012471,0.028218
15.600000,0.038203,-0.000985,-0.987432,-0.003421,0.015254,0.030699
15.650000,0.037466,-0.002780,-0.987465,-0.002617,0.015168,0.031453
15.700000,0.036765,-0.003406,-0.987459,-0.003918,0.019649,0.032329
